,txt,score
0,Wizualnie bardzo ładnie się prezentuje ,"4,5/5"
0,Jakość rewelacyjna  ..!!,5/5
0,"Ok, tego się spodziewałem.",5/5
0,Szybko sprawnie sklep na najwyższym poziomie ,5/5
0,"Telewizor Samsung to dobra jakość obrazu, dźwięku i łatwość obsługi. ","4,5/5"
0,"Dopiero zainstalowałem , wiec trochę za wcześnie na opinię , ale wydaje się w porządku ",5/5
0,Wszystko O.K. Towar zgodny z opisem. Kontakt b.dobry. Szczerze polecam. A co do ceny  - zawsze wydaje się być za wysoka.Pozdrawiam.Kadnem,4/5
0,"Polecam, super kontakt, pomoc w zakupie, POLECAM! Głośniki spełniają moje oczekiwania, pięknie grają, dobre wykonanie !",5/5
0,Bardzo dobre głośnik które skutecznie zastąpią fabryczne.Ładny wygląd i estetyka wykonania.Parametry podane przez producenta nie są fikcyjne.,4/5
0,"Głośniki kupiłem niedawno i jestem zadowolony. Jeśli zostaną one zamontowane tak jak powinny(z dystansami MDF) oraz gdy drzwi są dobrze wygłuszone( w moim przypadku, DYNAMAT - Xtreme Bulk Pak) to grają bardzo ładnie. W zupełności wystarczy je podłączyć tylko pod radio dobrej jakości. Woofery grają bardzo przyjemny bas, tweetery troszkę irytujące na początku ale da się przyzwyczaić(w celu ich stłumienia ustawiłem radio na ""BASS-BOOST""). Lusterka boczne lekko drgają, a nie mam ani wzmacniacza ani skrzyni :)<br/>
<br/>
Jeśli ktoś oczekuje od nich, że będą grały jak by skrzynia była w bagażniku to się zawiedzie :) <br/>
<br/>
Przypominam, że jest to sprzęt ze średniej półki, najlepszy ale ciągle ze średniej :)","4,5/5"
0,"Witam!<br/>
Głośniki te są jak najbardziej moim trafnym wyborem. Wg mnie opinie typu iż głośniki wysoko-tonowe ""za głośno syczą"" są błędne, być może ktoś źle wystroił radio lub podłączył pod radio samochodowe, położył na siedzeniu i wtedy sprawdzał odsłuch, no to wiadomo... Głośniki graja bardzo dobrze jakościowo, czysto, bas jest zdumiewający, sprawdzają się przy szybkiej muzyce przy podłączeniu do radioodtwarzacza, natomiast przy podłączeniu do wzmacniacza (miałem okazję przetestować) grają jeszcze lepiej, bas jest jeszcze bardziej głębszy, no i pracują tak jak pracować powinny. Jeśli ktoś wystawia negatywną opnie to wydaje mi się, że ich nie słuchał, a jeśli już to prawdopodobnie pod radioodtwarzaczem typu ""no name"", lub zamontował je do drzwi aby były, lub ma niewygłuszone drzwi (co zaznaczam jest bardzo ważnym elementem). Ja osobiście POLECAM je jak najbardziej.",5/5
0,Po podłaczeniu pod fabryczne radio VW efekt taki sobie. Dopiero po zmianie radia na pioneer 50W dopiero te głosniki pokazały co potrafią. Czysto grają nawet przy bardzo głosnym słuchaniu. polecam,5/5
0,"polecam głośniki Hertz DSK 165.3 .<br/>
.Świetne brzmienie wysoko jak i nisko godne swej ceny jak najbardziej.solidność, dobra moc, czysty dźwięk, łatwość w instalacji<br/>
polecam ten zestaw głośników.<br/>
Mirek","4,5/5"
0,"Głośniki najczęściej wybierane przez początkujących, mam podpięte pod seryjne audio w Civic VIII UFO z 2007 (warto zakupić adaptery do głośników pod szybko złącze Hondy-ułatwia montaż do seryjnych przewodów) , grają lepiej niż seria to oczywiste, hmmm ale spodziewałem się ładniejszego dźwięku. Może dlatego że czekam na cyfrowa zmieniarkę gdzie będę mógł posłuchać swojej muzyki a nie szumiącego radia. Wygłuszyłem auto matami butylowymi i kauczukowymi, robiłem to pierwszy raz. Muszę się zgodzić że wysokie tony jeżeli ktoś nie lubi niech poszuka innej marki, bass hmmm może być ale spodziewałem się lepszego efektu( na pewno wina mojego seryjnego radia). Jakość wykonania na plus :) Polecano mi jeżeli nie podpinamy sprzętu pod wzmacniacz głośniki Rainbow EL-C6.2 więc może warto się też nimi zainteresować :) Nie znam się na audio, ale myślę że to dobry wybór na początek :) Pozdrawiam sklep :) ",4/5
0,"Zamieniłem moje głośniki 10cm pionier 20 RMS(modelu nie pamiętam) na właśnie Hertz DSK 165. Śmiało mogę powiedzieć, że wrażenia wspaniałe. Głośniki jak i tweetery spełniły moje oczekiwania. Dodatkowo wygłuszyłem drzwi w moim Matizie, co uważam że pozwala uzyskać jeszcze lepszy efekt. Dodam jeszcze, że na pewno głośniki nie są wykorzystane w 100%. Na pewno kupię wzmacniacz co zwiększy wydajność i jakoś głośników. Powiem też, że warto zainwestować w lepsze radio, podłączałem ten zestaw pod Sony xplode z najnowszej serii i w porównaniu do mojego LG LAC2900RN miażdży jakością :) Serdecznie polecam ten zestawik, wygłuszajcie drzwi, podłączajcie pod wzmaka i cieszcie się super jakością i czystością dźwięku. Pozdrawiam Mati",5/5
0,"Ostatnio stałem się szczęśliwym posiadaczem tego zestawu. Na początku podszedłem do tego sprzętu sceptycznie z uwagi na szereg różnych opinii zamieszczonych na forach lub opiniach zamieszczonych w sklepach. Po zamontowaniu i podłączeniu do zwykłego radia fabrycznego w VW zostałem miło zaskoczony brzmieniem zarówno głośników średnio-nisko tonowych a także wysoko tonowych. Oczywiście nie mam , żadnych wątpliwości , że zestaw zasilony wzmacniaczem grałby jeszcze lepiej ale dla osób nie chcących się bawić w przeróbki w aucie i dokładanie bóg wie czego informuję iż pod zwykłym radiem dają naprawdę fantastyczne efekty. Zdecydowanie polecam ten zestaw.",5/5
0,"Bardzo dobry obraz, niezły dźwięk, łatwa obsługa (Google TV na prawdę się sprawdza).",5/5
0,"Jakość obrazu i dźwięku zachwyca, internet w TV bardzo użyteczny, obsługa intuicyjnie prosta. Polecam",5/5
0,"Przyciemnione narożniki, internet po kablu do 100Mb co jest porażką,",4/5
0,"Bardzo dobry, mały minus za drobiazgi typy lekkie zaciemnienie narożników, pilot bez podświetlenia.","4,5/5"
0,"Telewizor świetniej jakości, to mój trzeci. Jakość oglądania jest rewelacyjna. Streaming to czysta przyjemność.",5/5
0,"Bardzo dobry obraz, płynne działanie, duży plus za podwójny tuner - można włączyć nagrywanie i oglądać inny program lub YouTube lub w ogóle inną aplikacje. Nagrywanie tylko na hdd ale bez problemu obsługuje 1Tb. Szkoda że nie ma możliwości pauzowania bieżącego programu tv nawet podczas nagrywania. Google TV pracuje płynnie ale aplikacji jest dużo mniej niż w tradycyjnym Androidzie. Super czujnik jasności obrazu - sam przyciemnia i rozjaśnia. Pilot duży ale poręczny, wygodny, dobrze się obsługuje i ma super zasięg - jedynie plastik bardzo toporny zwłaszcza na plecach. Trochę nie radzi sobie z otwieraniem dysku z różnymi treściami - muszą być tylko filmy i zdjęcia - wtedy otworzy. Dźwięk dobry i przestrzenny ale płaski. Ogólnie bardzo dobrze a do drobnostek trzeba się przyzwyczaić",5/5
0,"Świetny telewizor nie jestem żadnym napalonym kino maniakiem a to już mój trzeci  SONY i nie zamienił bym tej marki na żadną inną.<br/>
Zarówno obraz z TV naziemnej jak i z dekodera NC+ igła.",5/5
0,Za tą cenę bez żadnych zarzutów.,5/5
0,"Bardzo dobra jakość obrazu, szybkie działanie poszczególnych funkcji. Super rozwiązanie z dwoma opcjami usadowienia podstawy telewizora",5/5
0,"Wszystko co jest opisane i omówione w testach tego TV jest faktem czyli. Bardzo dobra jakość obrazu. Bardzo dobre kolory i kontrast. Dźwięk przestrzenny ale jakość/moc średnia, bez niskich tonów. Dobra czerń i local dimming. Kąty widzenia jak w testach do 30° nic złego się nie dzieje przy 40-45° widać różnicę: kolor blaknie, czerń przestaje być czarna a biały szarzeje. Pilot fajny w obsłudze paruje się bez problemu z tunerem Polsatu a sam tv z soundbarem Samusng. Google TV bez zarzutu.<br/>
Nie odkryłem przez 3 tyg. żadnych wad, których nie byłem świadom przed zakupem.",5/5
0,Ok,4/5
0,"Telewizor ładny ale to wszystko co mogę o nim powiedzieć, zaraz po pierwszym uruchomieniu i skonfigurowaniu ujawniła się usterka .Telewizor prześwietlił matrycę pokazały się  okropne jasne chmury obraz mocno zamglony i  bez powodu się wyłączył a następnie po kilku sekundach włączył i tak cały czas , włącza się i wyłącza sam automatycznie nie reaguje na polecenia pilota ani przycisk wyłączający przy telewizorze.<br/>
Zgłosiłem sprawę do serwisu i czekam na naprawę.","0,5/5"
0,"Bardzo słabe oprogramowanie jak na TV za taką cenę. Nie można ustawić jednej listy ulubionych z programami sat. i naziemnymi. EPG tylko z góry na dół ,tak samo ustawianie ulubionych , nie można ustawić w pętli. Byle jaki chiński tuner za 400zł  to potrafi a najnowszy Samsung nie. Po ustawieniu listy ulubionych trzeba jeszcze ręcznie zmienić numer każdemu kanałowi .Żeby oglądać satelitę trzeba wyjść z naziemnej i przełączyć na sat i odwrotnie co jest bardzo denerwujące. Google chromecast za 200zł lepiej działa niż ten w samsungu. Pilot i menu trudne do opanowania i wkurzające. Jeśli chcesz oglądać sat i naziemną lepiej kupić tańszy TV + tuner z enigmą + chromecast niż tracić tyle kasy i nerwy.","1,5/5"
0,"Po wysłuchaniu kilku recenzji najbardziej obawiałem się kontrastu na wyświetlaczu, gdyż mamy tutaj do czynienia z panelem IPS. Obawy raczej bezpodstawne. Dla przeciętnego użytkownika, który nie porównuje ze spektroskopem poziomów czerni obraz jest rewelacyjny – piękne naturalne kolory, równomierne podświetlenie, super czerń, nie ma problemu gdy oglądamy trochę z boku (co ważne gdy mamy dużą kanapę). Najlepszy efekt osiągamy, gdy mamy dobre źródło obrazu w formacie 4K z HDR i siedzimy w miarę blisko ekranu, tak do max 2 m. Jeśli oglądamy zwykłą TV z anteny, to już takich rewelacyjnych wrażeń nie ma, a jeśli źródło nie jest chociaż w formacie FullHD, to już w ogóle traci sens zakup tego TV, lepiej wybrać coś tańszego. Aby wykorzystać potencjał TV trzeba go wstępnie ustawić – polecam ustawienia z serwisu rtings.com.<br/>
Jeśli miałbym oceniać tylko sam wyświetlacz to byłoby 5/5.<br/>
Gorzej jeśli idzie o oprogramowanie. System Smart działa błyskawicznie, ma wszystkie potrzebne aplikacje działa bezproblemowo – to duży plus. Tyle że wiele funkcji, którymi Samsung chwali się w reklamach i wznosiłby by ten TV na poziom genialności nie działa lub w Polsce jest nieprzydatne. <br/>
1.	Asystent głosowy jest wbrew zapewnieniom producenta tylko po angielsku. Nie rozumie polskiego języka. Asystent Google który miał być kompatybilny z TV, w polskiej wersji nie istnieje. Mamy więc ważną funkcję, pilota do którego możemy mówić i nic nam to nie daje. <br/>
2.	Łączenie TV z komputerem. W moim starym Samsungu miałem aplikację Smart View, która może była dość toporna, ale umożliwiała rzucanie z komputera np. zdjęć na ekran TV. Samsung tę aplikację ubił i zastąpił aplikację Easy Connection to Screen, która nie działa. Opcja Połącz z urządzeniem, na moim Windows z jakiegoś powodu nie działa, mimo że komputer TV widzi. Efekt taki, że mam znacznie nowszy i droższy sprzęt, a pod tym względem jest gorzej niż w 7 letnim TV.<br/>
3.	Opcja MultiView – Samsung chwali się, że można np. oglądać mecz i czytać komentarze na Twitterze. Wydawałoby się, że to będzie działać również gdy oglądając film na Netflix będziemy chcieli wrzucić sobie z komórki informacje o filmie. Ale nie. Opcja działa tylko jeśli oglądamy telewizję z kabla czy anteny. Z aplikacji działa tylko z Youtube. Ja nie korzystam w ogóle z telewizji, więc opcja MultiView zajmuje mi tylko miejsce w menu. <br/>
4.	Mamy preinstalowaną aplikację Galeria. Potencjalnie genialne rozwiązanie, gdyby działało tak, że Galeria łączy się z chmurą w której mam zdjęcia robione w moim telefonie Samsung. Miałbym na bieżąco uzupełnianą galerię zdjęć, którą można by przejrzeć na TV. Ale nie, Samsung wymaga tworzenia jakichś specjalnych udostępnionych albumów, nie mam komu ich udostępniać, więc aplikacja Galeria jest zupełnie pusta. <br/>
<br/>
Reasumując pięknie wyglądający sprzęt, ze świetnym wyświetlaczem i niedopracowanym (szczególnie dla Polski) oprogramowaniem. <br/>
",4/5
0,"To nasz kolejny telewizor marki Samsung i kolejny raz trafiony wybór :)<br/>
Na ścianie prezentuje się fantastycznie. Jest smukły i elegancki. Niesamowita głębia kolorów i czysty dźwięk sprawiają, że oglądając film można poczuć się jak na seansie w kinie. Dostępne są aplikacje YouTube, Netflix, Amazon Prime czy HBO GO. Ciekawym rozwiązaniem jest także dołączony pilot Smart ładowany na baterię słoneczną. Telewizor posiada Tuner DVB T2 (HEVC), gotowy jest więc na poprawny odbiór sygnału cyfrowego w 2022 r. <br/>
Polecam serdecznie. To idealny zakup dla całej rodziny. <br/>
#AkcjaKorzyscWkazdymCalu<br/>
",5/5
0,"Przystępna cena, jak za taką jakość. Telewizor dosłownie prowadzi za rękę z konfiguracją wszystkich parametrów, przez telefon jest jeszcze prostsze niż odklikiwanie na pilocie. Ze względu na rodzaj wykonywanej pracy mam bzika na punkcie ustawienia kolorystyki telewizora, a tu praktycznie robiłem tylko pomniejsze korekty ustawień obrazu. Przyznam, że Samsung sprawił się zarówno pod kątem jakości wykonania samego telewizora jak i oprogramowania. <br/>
Jedyny minus to słabe opisywanie swoich modeli. Wpisują rodzaj użytej technologii i nie do końca wyjaśniają jej formę. W moim przypadku musiałem trochę pogrzebać po internecie aby ostatecznie zdecydować się na serię 8. Serie 6 i 7 zeszłorocznych modeli telewizorów to w zasadzie podświetlenie krawędziowe matrycy, któremu osobiście nie do końca ufam. ",5/5
0,"*SAMSUNG na którego czekałem*<br/>
<br/>
To już kolejny telewizor firmy Samsung który zagościł w moim domu. Niesamowita jakość obrazu przykuła mój wzrok w momencie wejścia do sklepu, gdy dodamy do tego świetne 60 watowe głośniki robi się w domu małe kino! Największymi zaletami tego telewizora w mojej opinii to właśnie obraz który dzięki swojej 120hz matrycy pozwala na bardzo komfortowe oglądanie wszystkich gatunków filmów, dźwięk jest bardzo przestrzenny dzięki czemu można bardziej wczuć się w oglądany film! Złącze hdmi 2.1 pozwala na wykorzystanie w stu procentach podpiętej do niego konsoli. Neo Qled zrobił na mnie wrażenie od pierwszego wejrzenia.Szybkość działania tv i jego menu jest zdecydowanie na plus – poruszanie się po menu jest rewelacyjne . Mini ledy biją konkurencję w wyższym przedziale cenowym z wykorzystaniem technologii Oled. Kolory, ostrość obrazu w 4K, kontrast, czerń, jasność są rewelacyjne.Tv ma super obraz zarówno w jasnym jak i ciemnym pomieszczeniu.Sprzęt godny polecenia!!! #AkcjaKorzyscWkazdymCalu.",5/5
0,"#AkcjaKorzyscWkazdymCalu <br/>
Jestem bardzo zadowolony z zakupu telewizora Neo QLED Samsunga. W jasnym salonie telewizor sprawdza się świetnie, fajne kolory patrząc na wprost jak i pod dużym kątem, jasność ekranu i rewelacyjny dźwięk z 60W głośników. Smart TV i wszystkie funkcje, które dopiero poznaję robią bardzo dobre wrażenie i w mojej ocenie są dosyć łatwe do opanowania i zabawa nimi daje dużo frajdy. Telewizor jak na mój gust bardzo dobrze prezentuje się i poprawia widok salonu. Podoba mi się także prosty (wręcz ""ascetyczny""), mały pilot do telewizora, który jest łatwy w obsłudze. Decyzje o zakupie telewizora Samsunga podjąłem po tygodniu przeglądania ofert, czytania opinii i recenzji. Początkowo chciałem kupić OLEDa w podobnej cenie ale w związku z tym, że ta technologia (pomimo tego, że jest bardzo nowoczesna} to nie do końca sprawdza się w jasnych pokojach ze względu na stosunkową nisko jasność ekranu, zdecydowałem się na Neo QLED Samsunga i się udało :-}. POLECAM",5/5
0,Kawał solidnego telewizora. Spodobało mi się poglośnienie telewizora gdy wszedłem do pokoju z odkurzaczem. Poza tym świetny o raz po podłączeniu PC.,4/5
